trip_id,duration
1304615,25624
1296494,25602
1337225,25595
1207469,25581
1304616,25579
1058362,25560
1305857,25490
1172964,25483
983946,25469
1128003,25464
965758,25439
1263431,25436
1219240,25432
1315093,25409
1238750,25396
947208,25377
965754,25357
982814,25356
982815,25346
990344,25334
1238754,25333
1050995,25318
1037173,25313
947079,25303
945905,25291
1253411,25290
1298172,25290
947796,25283
1253410,25278
1037175,25261
1270352,25249
965760,25192
1297048,25177
936533,25154
1181921,25069
1270966,25069
1198352,25060
1160262,25055
1275105,25023
965761,25019
965762,25014
1015676,25005
924035,24985
1129421,24981
1254399,24885
965766,24880
965765,24855
1270355,24847
1121884,24845
1188933,24838
1162895,24831
1077200,24829
1050031,24808
1129422,24803
956113,24790
923277,24789
956114,24786
1294051,24775
1270781,24745
1138163,24728
1270357,24718
1116122,24693
1189053,24672
1271847,24644
1189056,24620
1121887,24603
955554,24567
924044,24520
1134670,24501
1254411,24454
1191664,24448
1191663,24436
1174399,24425
914376,24368
1160282,24353
1191667,24311
1174531,24264
1174532,24242
1138279,24190
1149884,24176
1187130,24136
1160291,24127
1187136,24108
1091324,24065
963770,23963
1218789,23937
1160297,23882
977951,23881
1091757,23878
945530,23874
1262174,23847
1218790,23830
1164851,23821
1081922,23805
1149882,23754
1131486,23730
944113,23683
1081925,23676
1218792,23640
1258376,23628
944114,23621
1218793,23607
1072769,23576
1174540,23575
1174541,23567
1081932,23492
1201514,23461
1086960,23403
1218798,23393
1148168,23337
1264079,23329
1264081,23326
1264080,23323
1239132,23264
1092582,23262
1148169,23244
1174546,23239
1067190,23231
1086963,23205
1321458,23205
1196547,23117
1327079,23106
1237107,23103
1314291,23096
1231045,23080
1254400,23024
1282036,23004
1282429,22981
1302845,22958
921355,22954
1314294,22947
1137262,22938
947087,22854
1298111,22820
917792,22809
988514,22801
1296684,22780
1278416,22774
950001,22756
1108488,22742
1108490,22735
1281685,22724
1296579,22711
1282042,22706
1296578,22701
1298112,22700
1058401,22699
1314305,22691
1314306,22673
1305746,22669
1201074,22652
1245342,22651
1201075,22639
1138304,22635
1032521,22631
1164442,22626
1245702,22615
1285432,22608
947090,22578
1020623,22478
1245705,22422
1296688,22401
984118,22395
1130284,22372
1148247,22360
925620,22330
1305748,22317
1164811,22313
1164809,22310
1102459,22292
993351,22280
975292,22248
1069102,22247
1227170,22245
1245341,22230
937410,22223
1164449,22147
1218825,22139
946930,22121
1264093,22076
1183203,22051
1164451,22003
1255606,21962
1282043,21962
921340,21958
1262959,21949
921342,21934
1142968,21929
1295691,21915
1262960,21893
1229598,21888
952116,21883
984127,21881
1295690,21862
1109488,21849
1174592,21845
975543,21838
1134478,21836
1288103,21814
1174593,21776
1128167,21710
928871,21695
942477,21694
1081798,21688
1210288,21680
1323775,21639
1134482,21590
942481,21586
937656,21541
1217728,21511
1210290,21491
1233179,21461
928873,21385
1297046,21373
1092454,21371
1322983,21349
1129424,21345
1322982,21322
1282250,21317
1130445,21315
1170075,21276
1336843,21274
1219307,21232
956237,21221
1118000,21212
1219309,21198
979455,21182
1092460,21177
944437,21170
979458,21154
970397,21140
1187694,21132
1316450,21103
1148265,21083
1108486,21076
1266772,21074
1108101,21070
1108485,21057
1126287,21031
1315025,20969
1092463,20940
970400,20938
1118026,20936
1100454,20925
1287795,20922
1305756,20921
1305757,20884
1108489,20875
1137378,20863
1108491,20860
1282260,20844
1130447,20822
1112247,20819
964447,20816
964448,20806
984316,20797
1092465,20781
956236,20778
1141274,20778
964405,20775
1137379,20772
1047234,20768
1047233,20762
1258717,20735
1225555,20690
1141275,20668
965749,20637
1131613,20637
1245745,20621
972070,20620
1106908,20585
1092466,20583
1270858,20573
965416,20564
964409,20559
1224053,20546
930042,20514
1236282,20503
1125027,20498
990023,20497
1279622,20478
1005054,20462
924163,20456
1125029,20444
1112319,20431
968592,20408
1128925,20380
947622,20369
1117020,20369
947623,20361
968595,20355
1134477,20355
1166960,20346
1009534,20340
1273700,20306
1270861,20301
1147024,20297
1009535,20296
1112326,20280
1273701,20272
1092562,20241
965297,20214
1090012,20209
1263535,20204
984431,20196
954840,20188
965296,20185
1316643,20181
1117023,20173
920846,20148
1288080,20140
958979,20134
920845,20133
965869,20064
925802,20051
950295,20047
950296,20031
1023138,20028
984434,20006
958981,20004
1245747,20003
1240172,19996
1322977,19963
965870,19935
1258726,19931
922332,19884
1308644,19877
929053,19839
1322981,19838
1308645,19831
1022663,19830
1242643,19808
1090014,19801
925807,19766
958989,19766
1242645,19753
965412,19736
962505,19726
1240969,19718
919298,19716
1215133,19713
984439,19696
1315231,19692
1116676,19662
1144380,19606
1215134,19606
1174544,19597
937554,19592
1313353,19549
960869,19494
920117,19450
920118,19421
1325406,19405
1117026,19397
1226745,19386
1144406,19382
1227212,19365
965174,19359
1102485,19329
975027,19321
1296727,19310
1311834,19304
1313354,19248
1323020,19225
1289186,19216
1008522,19198
970494,19195
974827,19193
1305738,19193
1035946,19186
1008523,19162
1305739,19162
977787,19147
1323021,19146
1215139,19143
1122425,19130
1036425,19129
977789,19118
957312,19116
1215140,19116
1022667,19114
1065826,19099
1018394,19097
1100951,19094
1008695,19093
1279629,19086
957313,19085
975028,19083
1008696,19081
973724,19073
1325409,19067
1325410,19067
962520,19057
973725,19048
1283200,19034
1264007,19012
976073,19000
1076919,18996
1076918,18984
929693,18949
973728,18949
1009642,18940
929694,18928
1044929,18927
1261037,18927
1325414,18925
1182013,18917
1325416,18914
956333,18900
1122426,18898
1296731,18873
1170698,18865
1296732,18857
1018395,18844
1163658,18840
1219785,18826
1305844,18824
1017210,18818
1252706,18809
975030,18796
981569,18791
1226760,18784
955593,18782
966939,18755
1050384,18736
966940,18733
965959,18725
1050383,18723
1219786,18721
1014280,18707
1163661,18698
1123147,18652
1282215,18650
1191823,18632
1123150,18629
1047426,18603
928532,18588
1324014,18580
981572,18540
1209306,18540
1146759,18535
1324016,18534
1147078,18532
1147077,18527
1079000,18517
1079001,18497
1138649,18489
1105865,18484
1009648,18478
1138652,18447
1303100,18444
1191891,18443
928534,18414
929733,18387
1204354,18387
1225406,18367
1244911,18365
1164503,18357
1313758,18355
1244910,18354
920478,18347
1009909,18340
1218900,18339
1191088,18327
920479,18311
1138653,18309
965786,18299
1209317,18294
1146762,18293
1135479,18289
1303108,18262
1280400,18238
928535,18223
1270458,18207
1219243,18204
1313771,18164
1283609,18161
1122312,18136
1244406,18112
1296832,18107
1001537,18104
1218906,18095
1296741,18095
1270461,18089
1001538,18066
1031624,18056
945242,18043
1335931,18042
1000326,18041
1191827,18026
1022455,18000
1237315,17997
1204363,17992
1218908,17988
1301500,17958
1204365,17957
1301499,17957
1318235,17939
944220,17923
920961,17911
944221,17900
944149,17892
1022456,17890
1047072,17878
1296834,17874
952588,17849
1081967,17839
974790,17826
1301502,17823
1301503,17818
1047073,17802
938168,17797
1022459,17790
1022458,17788
1107181,17778
1237453,17773
945903,17731
1210574,17729
1318238,17723
945904,17709
1244417,17700
1183031,17697
1147110,17696
1065320,17693
1069881,17681
1254896,17679
988151,17673
1253569,17665
1204373,17641
1085023,17625
1318240,17613
1146770,17604
1252067,17592
1202601,17570
1088532,17568
1318241,17541
1081969,17529
1318242,17524
1204376,17519
954822,17515
1202604,17506
1323100,17499
1328472,17496
1318243,17486
947135,17445
1200984,17445
1126418,17440
1263517,17432
1126421,17417
922299,17413
1323103,17409
1254897,17407
1049909,17406
965315,17405
1279517,17402
947136,17391
965316,17386
1049910,17384
1254898,17382
945909,17379
1227106,17374
1273587,17373
1081971,17346
1164669,17345
1153286,17330
1209334,17323
1153287,17316
1164668,17313
1081973,17302
1066748,17292
1130711,17292
1253572,17279
1227110,17274
1153914,17273
1047254,17257
1147114,17257
946526,17239
1047256,17237
1190857,17235
1183033,17228
1088536,17224
1262392,17218
1139453,17217
1139454,17214
1083274,17198
1287776,17189
1190858,17179
947139,17174
1231662,17166
1231661,17162
962719,17159
1220756,17145
1164510,17137
1189477,17092
1164908,17091
990390,17086
1226751,17086
1285283,17084
1189480,17082
1066759,17080
1263520,17078
944177,17055
1324031,17054
1263521,17050
1036587,17049
1105892,17035
1138933,17035
1235424,17022
945917,17021
1235423,17021
1101065,17019
1324033,16999
973746,16982
973747,16977
1134671,16975
926060,16965
1194475,16962
1194476,16943
1022485,16937
1252078,16932
946115,16913
1270173,16907
1279415,16900
993324,16896
1003868,16892
1279416,16884
1270174,16882
1003870,16870
1151388,16867
1122023,16853
990395,16851
946117,16832
977837,16825
947126,16821
1275274,16818
926069,16815
1147102,16810
1226759,16784
1275275,16774
1298206,16770
1201268,16767
1276824,16766
993326,16765
1292341,16762
1299817,16755
1324514,16743
1027566,16722
1270175,16713
926078,16703
1090883,16701
1081984,16683
1193548,16676
1122026,16673
1201060,16673
1256081,16673
962725,16655
1022923,16653
1081985,16651
1300011,16615
1300012,16607
1218100,16606
1060720,16601
946118,16595
1037161,16578
926084,16565
913863,16561
1037162,16511
937661,16493
1085358,16493
1085357,16490
1013979,16447
1001478,16445
1321508,16444
1321509,16441
947501,16409
929140,16402
1276601,16397
937664,16395
946123,16393
1251987,16385
1138103,16377
1210125,16365
925800,16344
1022928,16328
1065231,16317
974184,16313
1029294,16313
1324272,16311
1305923,16307
1101076,16298
1139489,16298
1139493,16297
931674,16293
968031,16281
1064403,16281
1305924,16275
1160406,16238
931675,16237
934875,16237
1305436,16236
1088537,16198
979697,16182
1138104,16162
1009470,16156
1305439,16147
1164845,16144
1053310,16142
1018237,16136
1092857,16123
1092856,16120
1013991,16117
1116215,16106
931677,16105
916169,16104
936639,16103
938007,16093
1034013,16091
936637,16072
931678,16065
1290667,16064
1273682,16060
1218950,16055
1218951,16051
1160408,16043
1116216,16036
1283933,16030
1049939,16023
1069193,16021
1187266,16020
1069194,16018
1283934,16016
1297326,16016
942816,16013
928604,15988
1297328,15954
1180490,15943
914255,15940
914254,15939
1063373,15935
1063372,15933
1160007,15915
976025,15909
1245467,15906
1143084,15905
1164849,15888
1049940,15870
1164434,15863
1160011,15861
1218952,15859
936643,15858
1297332,15857
1164435,15846
921353,15843
984092,15827
1314950,15827
1263507,15826
1050132,15822
962737,15807
1254674,15804
975029,15787
1222564,15774
1222563,15773
1164381,15768
1194105,15766
1207990,15759
1187287,15757
1283959,15751
1318154,15748
1085462,15740
1225473,15739
1050133,15720
1333365,15719
1184338,15717
1183030,15714
1225475,15712
1084069,15711
1333364,15710
1170054,15696
1226844,15687
1170055,15682
1318155,15680
1273683,15676
1138241,15673
965903,15671
1049889,15661
1235439,15658
1314949,15658
1259591,15649
1294044,15649
1235437,15634
1091384,15607
1067111,15601
1191669,15558
1236367,15554
1029466,15550
1270530,15550
1236368,15547
1183098,15545
1245502,15536
936644,15516
1245500,15510
1042594,15509
1143088,15502
1293841,15492
1158542,15488
1313254,15488
1297085,15483
1256099,15467
1193038,15465
1011075,15461
1164838,15446
1256100,15440
1256140,15437
1099604,15434
1193040,15414
1164839,15408
1334210,15407
1022560,15398
1091297,15391
1286700,15391
1313257,15380
1022561,15377
1245507,15376
962746,15375
1210628,15374
1245471,15355
1314954,15353
983988,15350
1226849,15334
1067115,15332
1065768,15330
983987,15313
1210250,15312
1011083,15304
1270532,15303
1245509,15298
1288253,15290
1180488,15283
1313260,15281
1334216,15275
1200281,15274
1200279,15267
965722,15264
1219230,15261
1219231,15260
1068725,15256
923933,15247
1218058,15233
1226859,15233
1009521,15231
1022854,15226
1124444,15216
1210516,15216
923934,15213
1128720,15210
973906,15204
1304557,15204
1226861,15191
1210630,15178
936654,15172
1191916,15172
1037564,15169
962921,15167
977946,15162
1244465,15161
936656,15156
1320013,15156
1226852,15154
1037566,15151
1210631,15149
939042,15146
917420,15145
962923,15125
1018627,15125
1175494,15125
1287232,15119
1189430,15116
1189429,15115
1183100,15112
1155736,15105
1287229,15105
947616,15090
1128177,15087
1128176,15084
939235,15082
1085716,15077
962758,15060
1191914,15059
1304560,15055
1050361,15050
1164882,15049
917430,15046
917427,15035
962759,15035
982930,15034
983950,15034
982929,15021
1164883,15017
1191919,15017
1210632,15000
973914,14998
1047489,14971
1082033,14969
1063180,14961
1146631,14961
1314352,14953
939047,14949
1305938,14943
947619,14937
983951,14932
1065264,14929
1083240,14916
1093467,14915
1191915,14913
1018551,14902
1305939,14902
1270120,14901
1204143,14894
1115512,14884
1172051,14883
919345,14876
1130452,14872
1130453,14849
1083241,14844
1042602,14841
1009971,14839
1115516,14839
1210633,14839
1076943,14824
1164691,14819
1009972,14817
1244471,14816
1047490,14812
1164690,14800
1201572,14788
1042604,14787
1244283,14785
1263881,14778
1023676,14777
1018555,14776
1093475,14772
1155741,14759
973915,14753
1244284,14752
919347,14751
1056107,14749
1332606,14739
1241066,14731
1224329,14717
1118343,14715
1092667,14700
1154115,14698
998975,14695
928651,14694
1180511,14694
998976,14684
928652,14681
1094621,14605
973917,14599
1180512,14598
1093478,14593
1245323,14592
1254975,14582
975025,14572
1136395,14572
1180513,14571
1256379,14571
1118347,14564
1254976,14564
1156764,14557
992549,14548
1245324,14546
917975,14542
1020294,14540
1056108,14515
1261178,14514
1092668,14511
1270914,14503
1114509,14491
1156763,14491
1333077,14479
1201813,14470
1282305,14470
1282297,14463
1237836,14451
1122357,14448
1270805,14424
988842,14417
929936,14409
1306984,14409
1282301,14386
1248749,14382
1248750,14379
926875,14367
1333078,14365
1270828,14331
1047086,14314
1255025,14310
1093482,14309
1130403,14307
1122358,14305
1000353,14295
1047088,14295
1093483,14294
1270829,14292
1048685,14285
1141358,14283
1003591,14277
1149886,14275
1255028,14273
1093089,14271
956482,14259
1255035,14255
920394,14251
927703,14251
920393,14248
1001278,14237
1282304,14233
1123239,14232
1333231,14225
1333233,14220
942449,14202
1262276,14200
1141361,14198
973465,14193
1210995,14182
1231777,14176
1296819,14174
1259393,14172
1287948,14170
942450,14166
1048686,14152
1255125,14139
937925,14137
1277964,14136
1255126,14134
1154799,14122
1147072,14120
1231997,14116
1111011,14107
1056109,14096
1296820,14093
1310276,14092
973923,14089
1076714,14082
973468,14072
1123241,14065
956443,14064
936688,14057
1048687,14052
1333375,14052
936598,14051
1130694,14048
1000362,14030
950263,14026
1219442,14023
1333377,14022
1130695,14020
1313398,14017
928515,14016
1337559,14014
1227053,14012
1301329,14010
1038140,14009
950264,14005
965947,14004
1227054,14001
1254926,13999
1180509,13996
1126360,13995
936600,13993
1226876,13989
939234,13986
1000363,13982
1255033,13982
1254925,13980
937589,13979
1305829,13970
1333290,13968
936496,13964
936495,13963
937590,13959
1231622,13949
973926,13945
1235896,13945
1226684,13943
1232000,13925
1093615,13919
1072935,13915
1093098,13914
1276764,13913
1017178,13909
928717,13902
965949,13898
1305785,13893
928517,13888
947614,13880
1305786,13873
947017,13870
1234647,13868
972119,13859
1084078,13855
975633,13828
1093053,13828
920313,13827
1287046,13826
1083996,13822
920314,13809
976149,13807
1083998,13805
1310285,13804
956444,13797
1305875,13795
1313402,13786
970642,13783
1245110,13780
1245088,13761
1022482,13753
1018634,13750
1305876,13749
928720,13748
1164342,13747
1099382,13743
1266555,13740
1044679,13739
1018633,13724
1254463,13722
1164343,13719
1032490,13703
936694,13696
1144288,13679
1219444,13677
1303863,13674
947494,13671
1048691,13670
1266557,13669
1147171,13667
947637,13663
1023240,13661
1245521,13660
947495,13652
952817,13641
1269592,13634
1114545,13624
1333284,13612
1225534,13611
1022484,13594
974915,13583
1225537,13582
977920,13574
947015,13572
1235108,13570
992008,13563
1174145,13556
936696,13553
965417,13553
1314195,13549
1174036,13548
972127,13539
925995,13530
1174147,13526
1094282,13524
969975,13522
947496,13515
970652,13505
1108123,13502
1237395,13483
1243438,13478
1269599,13474
1048693,13467
1297171,13465
990470,13455
1164879,13454
1201055,13447
1318191,13443
1253772,13434
1164880,13433
996625,13420
1235909,13412
1245741,13390
1237398,13386
977923,13385
955053,13384
972129,13384
1109400,13384
947162,13380
1286976,13369
937746,13366
1287027,13357
1245744,13349
1147104,13336
1084253,13325
1136164,13314
1043134,13312
1084255,13309
1043135,13304
1303251,13304
1297175,13302
956494,13299
1245266,13297
947163,13296
1048695,13295
1245474,13289
929163,13285
1207819,13285
990477,13274
1255109,13268
1108122,13249
984430,13237
1138675,13224
1138674,13222
1297176,13220
1282284,13219
1066986,13216
1270240,13215
926001,13214
1000284,13210
955172,13209
1305870,13207
1220921,13204
1276776,13203
1058467,13196
1018660,13186
1058466,13179
1130372,13176
937747,13170
992653,13156
992651,13152
1253325,13142
1047044,13133
1218117,13130
993356,13102
1077972,13092
929010,13084
1218118,13068
970277,13066
1238949,13048
1147106,13040
975142,13038
1288290,13037
937749,13030
944756,13029
1288291,13016
1303254,13016
1305990,13005
1315058,12998
1231645,12968
1008513,12962
1147091,12961
1050065,12958
1084262,12941
1091748,12932
1136174,12926
975143,12924
1269507,12923
1084263,12922
937754,12918
1269506,12918
1236382,12908
1091369,12905
928930,12894
1022488,12878
939259,12877
928931,12876
1183477,12876
1183478,12866
1193684,12857
1000296,12853
959224,12845
1002304,12838
940829,12827
939260,12824
1216570,12823
1261250,12818
1249970,12812
957468,12805
1074679,12805
965791,12803
976024,12802
1076867,12801
1253627,12796
984328,12794
1091380,12793
1001301,12792
1076868,12791
1116186,12780
1329003,12780
1136001,12775
1136002,12766
1193762,12747
1193761,12737
1196532,12736
924082,12735
1236067,12722
931417,12718
1084284,12697
1148093,12697
1148095,12697
1236068,12693
931419,12688
1148094,12678
921078,12672
1050061,12672
921079,12671
1183270,12656
940832,12653
1136187,12651
1201700,12651
1136188,12650
1201701,12646
1183271,12632
1261252,12631
1253629,12622
1108178,12613
1259302,12610
1324418,12598
1055340,12589
1324419,12589
1214924,12582
1108179,12565
1210882,12551
1270411,12551
1147238,12542
921836,12539
1296990,12538
1137503,12537
1023639,12535
1245535,12533
1164455,12532
1137502,12530
1050060,12523
975061,12521
1126664,12521
1259134,12521
1216487,12517
1020884,12511
1259300,12506
1319915,12489
1164456,12488
947053,12484
1253907,12483
1236072,12478
1286848,12476
1130487,12470
1286847,12469
1183272,12467
947054,12463
1043140,12463
1200096,12460
1127999,12451
1296991,12449
948664,12446
1154894,12442
1201641,12442
1125071,12434
1245537,12434
1300428,12431
1201640,12430
1300427,12426
1226833,12423
1226683,12422
1200097,12421
1049213,12416
1049898,12414
942497,12408
1049899,12406
1022495,12404
1187333,12404
1270533,12404
991979,12402
1125072,12392
940847,12381
1270534,12381
960805,12379
981350,12371
940849,12363
1154898,12358
1296993,12356
920856,12354
1102803,12349
920857,12343
1183273,12341
1032729,12336
1196782,12333
1253913,12333
1282294,12331
927663,12317
1226835,12309
1236074,12308
1210694,12295
970188,12289
1121367,12285
1074684,12283
1102802,12283
1183275,12270
1245861,12266
1337439,12264
1126671,12257
1183276,12255
1049216,12249
1337441,12248
994699,12246
1210642,12243
1076959,12197
1049987,12196
1174518,12189
1204367,12189
1253920,12187
1049988,12184
1264322,12182
1308555,12178
1174520,12177
1308556,12170
1130460,12161
1001383,12159
1252452,12155
1100218,12152
921458,12149
1174159,12147
1108201,12142
1001436,12141
1146067,12137
1022466,12136
965917,12135
1049218,12125
1130462,12121
1264323,12120
1287880,12115
984443,12114
1022467,12105
1206014,12101
1018336,12094
1245350,12094
1018629,12087
962783,12086
984444,12086
1219292,12085
962784,12083
1218365,12081
938048,12079
976038,12072
1146068,12072
1018630,12066
1237584,12064
1324349,12063
975022,12055
984332,12053
1018289,12052
961095,12047
1287878,12047
945766,12038
988848,12036
1101059,12035
1108202,12029
1041136,12024
961097,11995
1050077,11993
974547,11989
1324351,11988
1320775,11971
965926,11970
1300448,11969
984446,11968
1041138,11962
1050079,11960
1155712,11960
1055345,11958
974548,11957
1151646,11956
1264047,11956
1210696,11933
1093505,11931
1018631,11930
1226767,11927
1036493,11926
1144355,11917
967799,11912
954994,11907
1018295,11902
1087052,11902
1047347,11897
1287903,11896
1093507,11893
1018296,11892
970206,11890
956440,11889
1136086,11882
984803,11880
1279410,11879
1128491,11875
1048708,11866
1155714,11858
1191922,11856
1048710,11852
974873,11850
1164329,11837
1299806,11828
941178,11819
974874,11818
1073270,11817
1211746,11811
1299807,11797
941179,11791
937446,11785
921746,11781
1226769,11775
1174165,11768
1304895,11765
1287904,11761
1245355,11759
1148097,11746
921750,11742
1164332,11742
1187880,11736
1116722,11732
1036625,11730
1108349,11727
1184470,11725
937839,11724
970235,11724
1162053,11723
1187329,11723
1092654,11721
1148098,11715
1297009,11714
992704,11710
1245356,11705
1092848,11697
937840,11692
1146880,11692
1249155,11686
1271897,11683
1226771,11678
1270967,11678
1126612,11658
918010,11655
1065784,11653
1204145,11652
1200322,11649
1047401,11638
1092793,11636
1200324,11632
942421,11630
1211216,11626
1099588,11620
954998,11619
982981,11615
984429,11614
914039,11611
1126613,11611
1092666,11610
1279659,11610
920866,11606
1323979,11600
920867,11599
974877,11599
951795,11594
982982,11587
1211002,11586
1018619,11583
1047402,11583
1240754,11581
1300441,11581
1062374,11580
1138217,11576
1136093,11573
970635,11571
1018669,11568
1282345,11560
1300442,11558
1225580,11557
1323977,11555
1174025,11546
1009571,11529
1019123,11528
1288230,11528
1136226,11523
1245359,11523
1009570,11522
1287902,11517
1092657,11513
1245360,11496
